Date,Item Name,Low Price,Average Price,High Price
09-09-2024,લસણ સુકું,1751,4101,5461
09-09-2024,ડુંગળી લાલ,251,571,761
09-09-2024,અડદ,1431,1431,1591
09-09-2024,તુવેર,1991,2051,2211
09-09-2024,રાયડો,941,971,1061
09-09-2024,રાય,1231,1231,1231
09-09-2024,મેથી,800,1121,1201
09-09-2024,કાંગ,1161,1161,1161
09-09-2024,મગફળી જાડી,751,1101,1171
09-09-2024,સફેદ ચણા,1426,2251,2851
09-09-2024,મગફળી નવી,600,936,1200
09-09-2024,તલ - તલી,1931,2351,2501
09-09-2024,ધાણી,1000,1311,1501
09-09-2024,બાજરો,241,441,481
09-09-2024,જુવાર,491,751,841
09-09-2024,મકાઇ,511,521,561
09-09-2024,મગ,1371,1551,1641
09-09-2024,ચણા,1351,1426,1471
09-09-2024,વાલ,531,2101,2101
09-09-2024,વાલ પાપડી,526,1891,2121
09-09-2024,સોયાબીન,771,841,861
09-09-2024,અજમાં,1751,1751,1751
09-09-2024,ગોગળી,601,811,1091
09-09-2024,વટાણા,1011,1011,1011
10-09-2024,કપાસ બી. ટી.,1101,1641,1646
10-09-2024,ઘઉં લોકવન,540,570,600
10-09-2024,ઘઉં ટુકડા,526,560,650
10-09-2024,મગફળી જીણી,811,1091,1161
10-09-2024,સિંગદાણા જાડા,1151,1411,1551
10-09-2024,સિંગ ફાડીયા,911,1011,1191
10-09-2024,એરંડા / એરંડી,856,1151,1191
10-09-2024,જીરૂ,3001,4531,4881
10-09-2024,ક્લંજી,3151,3151,3151
10-09-2024,વરીયાળી,951,1000,1001
10-09-2024,ધાણા,800,1311,1601
10-09-2024,ડુંગળી લાલ,151,586,766
10-09-2024,અડદ,901,1151,1801
10-09-2024,તુવેર,1621,1801,1981
10-09-2024,રાયડો,1001,1061,1061
10-09-2024,મેથી,1061,1061,1241
10-09-2024,કાંગ,1051,1051,1151
10-09-2024,સુરજમુખી,601,601,601
10-09-2024,ગુવાર બી,200,851,851
10-09-2024,મગફળી જાડી,751,1111,1241
10-09-2024,સફેદ ચણા,1401,2141,2891
10-09-2024,મગફળી નવી,600,931,1175
10-09-2024,તલ - તલી,1851,2411,2651
10-09-2024,ધાણી,1000,1321,1726
10-09-2024,બાજરો,361,431,451
10-09-2024,જુવાર,501,691,861
10-09-2024,મકાઇ,451,501,561
10-09-2024,મગ,1176,1581,1671
10-09-2024,ચણા,1301,1411,1471
10-09-2024,વાલ,1626,1976,2131
10-09-2024,ચોળા / ચોળી,901,901,901
10-09-2024,સોયાબીન,756,841,861
10-09-2024,ગોગળી,476,800,881
11-09-2024,કપાસ બી. ટી.,1111,1581,1651
11-09-2024,ઘઉં લોકવન,540,570,630
11-09-2024,ઘઉં ટુકડા,526,560,632
11-09-2024,મગફળી જીણી,811,1081,1146
11-09-2024,સિંગદાણા જાડા,1100,1300,1481
11-09-2024,સિંગ ફાડીયા,921,1150,1251
11-09-2024,એરંડા / એરંડી,961,1151,1191
11-09-2024,તલ કાળા,2251,3326,3501
11-09-2024,જીરૂ,3551,4651,4871
11-09-2024,ધાણા,800,1331,1551
11-09-2024,લસણ સુકું,1851,4201,5881
11-09-2024,ડુંગળી લાલ,151,591,756
11-09-2024,અડદ,1251,1351,1801
11-09-2024,તુવેર,1851,2021,2121
11-09-2024,રાયડો,801,1051,1061
11-09-2024,મેથી,1026,1051,1171
11-09-2024,મગફળી જાડી,761,1101,1196
11-09-2024,સફેદ ચણા,1421,2151,2801
11-09-2024,મગફળી નવી,600,961,1191
11-09-2024,તલ - તલી,1700,2471,2661
11-09-2024,ધાણી,1000,1311,1701
11-09-2024,બાજરો,251,441,491
11-09-2024,જુવાર,401,781,851
11-09-2024,મકાઇ,351,541,541
11-09-2024,મગ,1331,1551,1631
11-09-2024,ચણા,1301,1411,1451
11-09-2024,વાલ,551,1726,2026
11-09-2024,વાલ પાપડી,531,1551,1876
11-09-2024,ચોળા / ચોળી,801,2701,3101
11-09-2024,સોયાબીન,761,856,871
11-09-2024,ગોગળી,551,731,891
11-09-2024,વટાણા,301,751,751
12-09-2024,કપાસ બી. ટી.,1151,1646,1671
12-09-2024,ઘઉં લોકવન,540,570,594
12-09-2024,ઘઉં ટુકડા,528,560,621
12-09-2024,મગફળી જીણી,801,1076,1111
12-09-2024,સિંગદાણા જાડા,1101,1351,1500
12-09-2024,સિંગ ફાડીયા,731,1131,1251
12-09-2024,એરંડા / એરંડી,1031,1141,1176
12-09-2024,જીરૂ,3500,4551,4781
12-09-2024,વરીયાળી,900,1126,1451
12-09-2024,ધાણા,800,1341,1601
12-09-2024,લસણ સુકું,1871,4161,5491
12-09-2024,ડુંગળી લાલ,161,591,766
12-09-2024,અડદ,1011,1651,1811
12-09-2024,તુવેર,1601,1801,2091
12-09-2024,રાયડો,600,931,931
12-09-2024,રાય,976,1081,1241
12-09-2024,મેથી,651,1081,1151
12-09-2024,કાંગ,1131,1131,1131
12-09-2024,મગફળી જાડી,751,1111,1196
12-09-2024,સફેદ ચણા,1421,2161,2861
12-09-2024,મગફળી નવી,600,951,1176
12-09-2024,તલ - તલી,2000,2551,2741
12-09-2024,ધાણી,1000,1351,1701
12-09-2024,બાજરો,301,411,491
12-09-2024,જુવાર,561,561,561
12-09-2024,મકાઇ,501,501,521
12-09-2024,મગ,1041,1471,1661
12-09-2024,ચણા,1301,1421,1436
12-09-2024,વાલ,531,1751,2076
12-09-2024,વાલ પાપડી,951,951,951
12-09-2024,ચોળા / ચોળી,701,1701,3251
12-09-2024,સોયાબીન,701,866,876
12-09-2024,અજમાં,1051,1051,1051
12-09-2024,ગોગળી,651,891,951
12-09-2024,વટાણા,591,1201,1201
13-09-2024,કપાસ બી. ટી.,1001,1226,1646
13-09-2024,ઘઉં લોકવન,524,560,580
13-09-2024,ઘઉં ટુકડા,510,554,630
13-09-2024,મગફળી જીણી,811,1076,1121
13-09-2024,સિંગદાણા જાડા,1101,1311,1441
13-09-2024,સિંગ ફાડીયા,871,1101,1231
13-09-2024,એરંડા / એરંડી,1011,1161,1186
13-09-2024,જીરૂ,3851,4491,4861
13-09-2024,ક્લંજી,1201,3521,3631
13-09-2024,વરીયાળી,1126,1126,1126
13-09-2024,ધાણા,800,1361,1651
13-09-2024,લસણ સુકું,1791,4041,5481
13-09-2024,ડુંગળી લાલ,171,626,801
13-09-2024,અડદ,1351,1551,1701
13-09-2024,મઠ,851,851,851
13-09-2024,તુવેર,1611,1931,2091
13-09-2024,રાયડો,911,981,1001
13-09-2024,રાય,1176,1176,1176
13-09-2024,મેથી,800,1091,1101
13-09-2024,કાંગ,1151,1151,1151
13-09-2024,મગફળી જાડી,750,1091,1176
13-09-2024,સફેદ ચણા,1401,2011,2941
13-09-2024,મગફળી નવી,650,1001,1296
13-09-2024,તલ - તલી,2051,2581,2801
13-09-2024,ઇસબગુલ,1201,1851,2281
13-09-2024,ધાણી,1000,1341,1651
13-09-2024,બાજરો,300,421,491
13-09-2024,જુવાર,511,651,751
13-09-2024,મકાઇ,491,491,491
13-09-2024,મગ,1251,1441,1681
13-09-2024,ચણા,1301,1411,1441
13-09-2024,વાલ,501,1776,1951
13-09-2024,વાલ પાપડી,511,1751,1751
13-09-2024,ચોળા / ચોળી,801,2301,3151
13-09-2024,સોયાબીન,771,876,891
13-09-2024,ગોગળી,700,991,1081
13-09-2024,વટાણા,1151,1151,1151
14-09-2024,કપાસ બી. ટી.,1251,1591,1646
14-09-2024,ઘઉં લોકવન,526,572,596
14-09-2024,ઘઉં ટુકડા,510,550,612
14-09-2024,મગફળી જીણી,781,1071,1116
14-09-2024,સિંગદાણા જાડા,1281,1311,1381
14-09-2024,સિંગ ફાડીયા,901,1131,1221
14-09-2024,એરંડા / એરંડી,1031,1171,1201
14-09-2024,જીરૂ,3551,4561,4761
14-09-2024,વરીયાળી,900,1101,1226
14-09-2024,ધાણા,800,1341,1611
14-09-2024,લસણ સુકું,2001,3991,5371
14-09-2024,ડુંગળી લાલ,201,671,866
14-09-2024,અડદ,1201,1441,1751
14-09-2024,તુવેર,1691,1861,2001
14-09-2024,રાજગરો,926,926,926
14-09-2024,રાય,1241,1241,1241
14-09-2024,મેથી,676,1061,1131
14-09-2024,કાંગ,1076,1076,1076
14-09-2024,મગફળી જાડી,700,1091,1191
14-09-2024,સફેદ ચણા,1421,2211,2921
14-09-2024,મગફળી નવી,651,1001,1336
14-09-2024,તલ - તલી,1900,2441,2651
14-09-2024,ઇસબગુલ,1881,2121,2191
14-09-2024,ધાણી,1000,1351,1571
14-09-2024,બાજરો,261,421,481
14-09-2024,જુવાર,711,711,761
14-09-2024,મકાઇ,601,601,601
14-09-2024,મગ,1251,1531,1661
14-09-2024,ચણા,1301,1401,1431
14-09-2024,વાલ,511,1751,2051
14-09-2024,ચોળા / ચોળી,676,3026,3026
14-09-2024,સોયાબીન,771,921,941
14-09-2024,ગોગળી,491,601,801
18-09-2024,કપાસ બી. ટી.,1201,1651,1666
18-09-2024,ઘઉં લોકવન,512,562,592
18-09-2024,ઘઉં ટુકડા,516,560,626
18-09-2024,મગફળી જીણી,701,1256,1366
18-09-2024,સિંગદાણા જાડા,1021,1100,1381
18-09-2024,સિંગ ફાડીયા,750,1001,1191
18-09-2024,એરંડા / એરંડી,1071,1171,1216
18-09-2024,તલ કાળા,3076,3176,3451
18-09-2024,તલ લાલ,3301,3301,3301
18-09-2024,જીરૂ,3851,4551,4871
18-09-2024,વરીયાળી,1000,1126,1426
18-09-2024,ધાણા,800,1361,1601
18-09-2024,લસણ સુકું,1851,3941,5431
18-09-2024,ડુંગળી લાલ,251,726,876
18-09-2024,અડદ,1181,1561,1651
18-09-2024,તુવેર,1351,2071,2111
18-09-2024,રાજગરો,1201,1201,1201
18-09-2024,રાયડો,1071,1071,1091
18-09-2024,મેથી,1026,1151,1261
18-09-2024,કાંગ,1076,1076,1076
18-09-2024,ગુવાર બી,971,971,971
18-09-2024,મગફળી જાડી,951,1081,1146
18-09-2024,સફેદ ચણા,1411,2231,2821
18-09-2024,મગફળી નવી,721,1001,1141
18-09-2024,કપાસ નવો,1401,1621,1721
18-09-2024,તલ - તલી,2001,2551,2751
18-09-2024,ધાણી,1000,1341,1526
18-09-2024,બાજરો,200,441,491
18-09-2024,જુવાર,451,701,761
18-09-2024,મકાઇ,376,376,376
18-09-2024,મગ,1111,1501,1661
18-09-2024,ચણા,1301,1381,1466
18-09-2024,વાલ,500,1701,2101
18-09-2024,વાલ પાપડી,501,1776,1901
18-09-2024,ચોળા / ચોળી,700,2751,3076
18-09-2024,સોયાબીન,751,871,901
18-09-2024,અજમાં,1901,1901,1901
18-09-2024,ગોગળી,600,801,851
19-09-2024,કપાસ બી. ટી.,1151,1646,1666
19-09-2024,ઘઉં લોકવન,528,564,584
19-09-2024,ઘઉં ટુકડા,520,556,606
19-09-2024,મગફળી જીણી,750,1151,1356
19-09-2024,સિંગદાણા જાડા,1050,1191,1281
19-09-2024,સિંગ ફાડીયા,801,1141,1191
19-09-2024,એરંડા / એરંડી,1051,1191,1226
19-09-2024,તલ લાલ,3251,3251,3251
19-09-2024,જીરૂ,3526,4591,4911
19-09-2024,વરીયાળી,900,1001,1076
19-09-2024,ધાણા,800,1371,1551
19-09-2024,લસણ સુકું,1881,3941,5291
19-09-2024,ડુંગળી લાલ,201,711,851
19-09-2024,અડદ,1301,1751,1801
19-09-2024,તુવેર,1211,1961,2141
19-09-2024,રાયડો,1061,1061,1061
19-09-2024,રાય,1271,1271,1271
19-09-2024,મેથી,1001,1126,1301
19-09-2024,કાંગ,1051,1051,1051
19-09-2024,સુરજમુખી,576,576,576
19-09-2024,મગફળી જાડી,650,1050,1121
19-09-2024,સફેદ ચણા,1401,2151,2901
19-09-2024,મગફળી નવી,650,1041,1161
19-09-2024,તલ - તલી,2000,2551,2781
19-09-2024,ઇસબગુલ,1000,1800,1800
19-09-2024,ધાણી,1000,1351,1761
19-09-2024,બાજરો,431,441,461
19-09-2024,જુવાર,600,600,881
19-09-2024,મકાઇ,511,511,511
19-09-2024,મગ,1051,1501,1691
19-09-2024,ચણા,1301,1386,1431
19-09-2024,વાલ,491,1701,1926
19-09-2024,ચોળા / ચોળી,1326,1651,3001
19-09-2024,સોયાબીન,741,871,896
19-09-2024,અજમાં,1701,1701,1701
19-09-2024,ગોગળી,421,600,741
19-09-2024,વટાણા,626,1001,2351
20-09-2024,કપાસ બી. ટી.,1111,1631,1656
20-09-2024,ઘઉં લોકવન,536,560,588
20-09-2024,ઘઉં ટુકડા,526,556,681
20-09-2024,મગફળી જીણી,801,1201,1371
20-09-2024,સિંગદાણા જાડા,1021,1221,1361
20-09-2024,સિંગ ફાડીયા,841,1191,1261
20-09-2024,એરંડા / એરંડી,1011,1176,1206
20-09-2024,જીરૂ,3851,4651,4991
20-09-2024,ક્લંજી,2700,3391,3791
20-09-2024,વરીયાળી,926,1026,1101
20-09-2024,ધાણા,800,1351,1551
20-09-2024,લસણ સુકું,2001,3891,5321
20-09-2024,ડુંગળી લાલ,351,721,876
20-09-2024,અડદ,1231,1571,1621
20-09-2024,તુવેર,1151,1971,2061
20-09-2024,રાયડો,1031,1031,1031
20-09-2024,રાય,1201,1201,1201
20-09-2024,મેથી,1101,1101,1401
20-09-2024,સુવાદાણા,1451,1451,1451
20-09-2024,મગફળી જાડી,750,1050,1126
20-09-2024,સફેદ ચણા,1401,2476,2821
20-09-2024,મગફળી નવી,600,1041,1151
20-09-2024,તલ - તલી,2100,2551,2701
20-09-2024,ઇસબગુલ,1376,1921,1921
20-09-2024,ધાણી,1101,1401,2001
20-09-2024,બાજરો,281,441,481
20-09-2024,જુવાર,441,771,891
20-09-2024,મકાઇ,441,441,441
20-09-2024,મગ,1121,1521,1681
20-09-2024,ચણા,1301,1416,1441
20-09-2024,વાલ,501,1601,1876
20-09-2024,ચોળા / ચોળી,1001,2601,3001
20-09-2024,સોયાબીન,731,871,886
20-09-2024,ગોગળી,601,850,951
21-09-2024,કપાસ બી. ટી.,1151,1601,1621
21-09-2024,ઘઉં લોકવન,530,560,604
21-09-2024,ઘઉં ટુકડા,522,550,662
21-09-2024,મગફળી જીણી,801,1241,1401
21-09-2024,સિંગદાણા જાડા,1101,1291,1371
21-09-2024,સિંગ ફાડીયા,850,1181,1351
21-09-2024,એરંડા / એરંડી,900,1171,1216
21-09-2024,તલ કાળા,2476,3551,3616
21-09-2024,જીરૂ,3901,4841,5031
21-09-2024,વરીયાળી,1026,1061,1061
21-09-2024,ધાણા,951,1361,1541
21-09-2024,લસણ સુકું,1751,3731,5261
21-09-2024,ડુંગળી લાલ,371,751,916
21-09-2024,અડદ,1131,1621,1771
21-09-2024,તુવેર,1231,1951,2101
21-09-2024,રાય,1201,1201,1201
21-09-2024,મેથી,901,1051,1171
21-09-2024,કાંગ,501,1101,1101
21-09-2024,મગફળી જાડી,600,1071,1171
21-09-2024,સફેદ ચણા,1401,2100,2841
21-09-2024,મગફળી નવી,700,1041,1101
21-09-2024,તલ - તલી,1800,2501,2651
21-09-2024,ધાણી,1101,1441,1726
21-09-2024,બાજરો,281,421,461
21-09-2024,જુવાર,741,771,771
21-09-2024,મકાઇ,471,471,621
21-09-2024,મગ,1011,1511,1571
21-09-2024,ચણા,1301,1431,1451
21-09-2024,વાલ,481,1651,1881
21-09-2024,ચોળા / ચોળી,676,1801,1801
21-09-2024,સોયાબીન,726,866,886
21-09-2024,ગોગળી,426,881,1001
23-09-2024,કપાસ બી. ટી.,1301,1616,1636
23-09-2024,ઘઉં લોકવન,534,560,598
23-09-2024,ઘઉં ટુકડા,526,550,632
23-09-2024,મગફળી જીણી,851,1221,1376
23-09-2024,સિંગદાણા જાડા,1051,1261,1311
23-09-2024,સિંગ ફાડીયા,900,1231,1401
23-09-2024,એરંડા / એરંડી,1121,1201,1251
23-09-2024,જીરૂ,3851,4771,5051
23-09-2024,વરીયાળી,701,1101,1176
23-09-2024,ધાણા,951,1341,1461
23-09-2024,લસણ સુકું,1891,3861,5191
23-09-2024,ડુંગળી લાલ,321,721,881
23-09-2024,અડદ,1181,1611,1751
23-09-2024,તુવેર,1191,2011,2131
23-09-2024,રાયડો,951,961,1061
23-09-2024,મેથી,676,1026,1101
23-09-2024,સુવાદાણા,1301,1301,1301
23-09-2024,મગફળી જાડી,600,1076,1171
23-09-2024,સફેદ ચણા,1401,2211,2971
23-09-2024,મગફળી નવી,650,1011,1111
23-09-2024,તલ - તલી,2100,2551,2701
23-09-2024,ધાણી,1126,1501,1711
23-09-2024,બાજરો,351,421,481
23-09-2024,જુવાર,891,891,891
23-09-2024,મકાઇ,461,461,461
23-09-2024,મગ,1351,1721,1801
23-09-2024,ચણા,1301,1421,1451
23-09-2024,વાલ,481,1551,1851
23-09-2024,ચોળા / ચોળી,601,1200,1801
23-09-2024,સોયાબીન,701,866,891
23-09-2024,અજમાં,1976,1976,1976
23-09-2024,ગોગળી,476,881,941
23-09-2024,વટાણા,851,1001,1201
24-09-2024,કપાસ બી. ટી.,1001,1601,1626
24-09-2024,ઘઉં લોકવન,534,578,600
24-09-2024,ઘઉં ટુકડા,528,560,641
24-09-2024,મગફળી જીણી,751,1231,1396
24-09-2024,સિંગદાણા જાડા,1151,1321,1391
24-09-2024,સિંગ ફાડીયા,1001,1261,1311
24-09-2024,એરંડા / એરંડી,1001,1186,1246
24-09-2024,જીરૂ,3051,4841,4981
24-09-2024,ક્લંજી,1201,3551,3781
24-09-2024,વરીયાળી,1126,1126,1176
24-09-2024,ધાણા,700,1371,1611
24-09-2024,લસણ સુકું,1791,3701,5071
24-09-2024,ડુંગળી લાલ,351,741,916
24-09-2024,અડદ,1100,1501,1661
24-09-2024,મઠ,801,801,801
24-09-2024,તુવેર,1211,2011,2101
24-09-2024,રાયડો,1121,1121,1141
24-09-2024,મેથી,1051,1171,1301
24-09-2024,ગુવાર બી,1061,1061,1061
24-09-2024,મગફળી જાડી,600,1071,1196
24-09-2024,સફેદ ચણા,1401,2411,3021
24-09-2024,તલ - તલી,2100,2551,2741
24-09-2024,ધાણી,951,1351,1571
24-09-2024,બાજરો,391,441,481
24-09-2024,જુવાર,731,871,921
24-09-2024,મકાઇ,381,651,651
24-09-2024,મગ,1101,1411,1571
24-09-2024,ચણા,1301,1451,1466
24-09-2024,વાલ,491,1626,2101
24-09-2024,વાલ પાપડી,481,1151,1851
24-09-2024,ચોળા / ચોળી,901,2676,3251
24-09-2024,સોયાબીન,700,851,891
24-09-2024,અજમાં,2451,2451,2451
24-09-2024,ગોગળી,576,931,1011
25-09-2024,કપાસ બી. ટી.,1101,1586,1601
25-09-2024,ઘઉં લોકવન,536,570,608
25-09-2024,ઘઉં ટુકડા,526,560,672
25-09-2024,મગફળી જીણી,750,1211,1391
25-09-2024,સિંગદાણા જાડા,1121,1241,1321
25-09-2024,સિંગ ફાડીયા,926,1151,1211
25-09-2024,એરંડા / એરંડી,1201,1226,1251
25-09-2024,જીરૂ,3901,4871,5001
25-09-2024,વરીયાળી,551,1101,1251
25-09-2024,ધાણા,800,1371,1561
25-09-2024,લસણ સુકું,1851,3771,5191
25-09-2024,ડુંગળી લાલ,301,751,931
25-09-2024,અડદ,1051,1491,1591
25-09-2024,તુવેર,1441,2021,2131
25-09-2024,મેથી,1051,1151,1176
25-09-2024,મગફળી જાડી,600,1091,1201
25-09-2024,સફેદ ચણા,1401,2161,3051
25-09-2024,તલ - તલી,2050,2501,2651
25-09-2024,ઇસબગુલ,1200,2091,2431
25-09-2024,ધાણી,1000,1341,1481
25-09-2024,બાજરો,401,431,451
25-09-2024,જુવાર,781,871,871
25-09-2024,મગ,1251,1571,1661
25-09-2024,ચણા,1301,1431,1446
25-09-2024,વાલ,481,1851,2126
25-09-2024,ચોળા / ચોળી,1851,2501,3076
25-09-2024,સોયાબીન,791,896,916
25-09-2024,અજમાં,1926,1926,1926
25-09-2024,ગોગળી,426,891,1021
26-09-2024,કપાસ બી. ટી.,1151,1591,1611
26-09-2024,ઘઉં લોકવન,542,566,588
26-09-2024,ઘઉં ટુકડા,526,556,624
26-09-2024,મગફળી જીણી,701,1231,1431
26-09-2024,સિંગદાણા જાડા,1151,1321,1431
26-09-2024,સિંગ ફાડીયા,971,1251,1331
26-09-2024,એરંડા / એરંડી,1081,1241,1281
26-09-2024,જીરૂ,3851,5091,5341
26-09-2024,ધાણા,800,1381,1571
26-09-2024,લસણ સુકું,1551,3671,4991
26-09-2024,ડુંગળી લાલ,311,701,866
26-09-2024,અડદ,1001,1351,1581
26-09-2024,મઠ,951,951,951
26-09-2024,તુવેર,1831,1951,2081
26-09-2024,રાય,1131,1131,1241
26-09-2024,મેથી,1141,1151,1271
26-09-2024,સુરજમુખી,400,400,726
26-09-2024,મગફળી જાડી,601,1091,1201
26-09-2024,સફેદ ચણા,1401,2171,2851
26-09-2024,તલ - તલી,1850,2451,2591
26-09-2024,ધાણી,1000,1351,1591
26-09-2024,બાજરો,401,421,441
26-09-2024,જુવાર,741,751,831
26-09-2024,મકાઇ,426,521,6881
